device_num,device_type,os,os_version,manufacturer,area_code,release_sid,release_session,release_sources,release_params,release_ctime,nbdp_day
523471,9,2,1.6,09,542526,1572654785000mwkttp,1572654785000523471842823,tencent,ip=75.78.196.37&deviceNum=523471&lon=null&lat=null&aid=null&ctime=1572654866000&sources=tencent&session=1572654785000523471842823&productPage=4320807016601,1573259585000,20191109
656844,9,2,9.2,10,632625,1572654785000xioiom,1572654785000656844524767,ximalaya,ip=252.209.57.152&deviceNum=656844&lon=null&lat=null&aid=null&ctime=1572655026000&sources=ximalaya&session=1572654785000656844524767&productPage=4320905388601,1573259585000,20191109
328717,2,2,4.4,08,152921,1572654785000ieueic,1572654785000328717628215,ximalaya,ip=86.94.85.151&deviceNum=328717&lon=null&lat=null&aid=null&ctime=1572655056000&sources=ximalaya&session=1572654785000328717628215&productPage=4320703319601,1573259585000,20191109
722717,2,2,1.3,10,533422,1572654785000rmtqqi,1572654785000722717232821,baidu,ip=191.153.188.222&deviceNum=722717&lon=null&lat=null&aid=null&ctime=1572654977000&sources=baidu&session=1572654785000722717232821&productPage=4320303474501,1573259585000,20191109
286236,2,2,9.6,04,150623,1572654785000qwqwhq,1572654785000286236394392,douyin,ip=65.156.124.92&deviceNum=286236&lon=null&lat=null&aid=null&ctime=1572654977000&sources=douyin&session=1572654785000286236394392&productPage=4320509608701,1573259585000,20191109
286236,2,2,1.8,05,620722,1572654785000qwqwhq,1572654785000286236394392,douyin,ip=65.156.124.92&deviceNum=286236&lon=null&lat=null&aid=null&ctime=1572654977000&sources=douyin&session=1572654785000286236394392&productPage=4320509608701,1573259585000,20191109
286236,2,2,2.5,03,411725,1572654785000qwqwhq,1572654785000286236394392,douyin,ip=65.156.124.92&deviceNum=286236&lon=null&lat=null&aid=null&ctime=1572654977000&sources=douyin&session=1572654785000286236394392&productPage=4320509608701,1573259585000,20191109
624352,2,2,9.8,09,540237,1572654785000qqqvfj,1572654785000624352545322,liebao,ip=120.211.118.29&deviceNum=624352&lon=null&lat=null&aid=null&ctime=1572654880000&sources=liebao&session=1572654785000624352545322&productPage=4320505350401,1573259585000,20191109
757613,2,2,8.8,08,632724,1572654785000fuekei,1572654785000757613836412,tencent,ip=243.217.160.205&deviceNum=757613&lon=null&lat=null&aid=null&ctime=1572654920000&sources=tencent&session=1572654785000757613836412&productPage=4320405435301,1573259585000,20191109
114435,9,2,6.6,09,540630,1572654785000jmnbgx,1572654785000114435923361,liebao,ip=146.71.1.102&deviceNum=114435&lon=null&lat=null&aid=null&ctime=1572654963000&sources=liebao&session=1572654785000114435923361&productPage=4320505206901,1573259585000,20191109
494258,2,2,6.4,09,620923,1572654785000vnwbrn,1572654785000494258576685,douyin,ip=10.78.245.89&deviceNum=494258&lon=null&lat=null&aid=null&ctime=1572654959000&sources=douyin&session=1572654785000494258576685&productPage=4320503165401,1573259585000,20191109
232678,9,2,4.8,03,532322,1572654785000bgxuen,1572654785000232678756226,tencent,ip=239.210.63.29&deviceNum=232678&lon=null&lat=null&aid=null&ctime=1572655059000&sources=tencent&session=1572654785000232678756226&productPage=4320804628901,1573259585000,20191109
617853,9,2,2.6,08,542524,1572654785000ccrjis,1572654785000617853928616,liebao,ip=33.130.14.37&deviceNum=617853&lon=null&lat=null&aid=null&ctime=1572654889000&sources=liebao&session=1572654785000617853928616&productPage=4320601308801,1573259585000,20191109
516584,9,2,7.1,02,621025,1572654785000rowovx,1572654785000516584312445,baidu,ip=89.135.50.98&deviceNum=516584&lon=null&lat=null&aid=null&ctime=1572654900000&sources=baidu&session=1572654785000516584312445&productPage=4320303628701,1573259585000,20191109
747493,2,2,8.1,10,610304,1572654785000bnnpix,1572654785000747493975555,baidu,ip=221.32.80.73&deviceNum=747493&lon=null&lat=null&aid=null&ctime=1572654980000&sources=baidu&session=1572654785000747493975555&productPage=4320802481401,1573259585000,20191109
242638,9,2,4.8,08,520328,1572654785000jkejgu,1572654785000242638328834,douyin,ip=21.207.161.220&deviceNum=242638&lon=null&lat=null&aid=null&ctime=1572655013000&sources=douyin&session=1572654785000242638328834&productPage=4320402146801,1573259585000,20191109
242638,9,2,9.2,02,632524,1572654785000jkejgu,1572654785000242638328834,douyin,ip=21.207.161.220&deviceNum=242638&lon=null&lat=null&aid=null&ctime=1572655013000&sources=douyin&session=1572654785000242638328834&productPage=4320402146801,1573259585000,20191109
771529,9,2,1.4,10,610803,1572654785000bbvtuw,1572654785000771529748258,liebao,ip=61.46.216.142&deviceNum=771529&lon=null&lat=null&aid=null&ctime=1572655035000&sources=liebao&session=1572654785000771529748258&productPage=4320706749101,1573259585000,20191109
366838,9,2,3.9,04,621225,1572654785000khcbpg,1572654785000366838168636,liebao,ip=234.227.140.186&deviceNum=366838&lon=null&lat=null&aid=null&ctime=1572654912000&sources=liebao&session=1572654785000366838168636&productPage=4320809568401,1573259585000,20191109
524771,2,2,6.7,02,610723,1572654785000mnqhmr,1572654785000524771185897,tencent,ip=201.218.195.124&deviceNum=524771&lon=null&lat=null&aid=null&ctime=1572654861000&sources=tencent&session=1572654785000524771185897&productPage=4320802251301,1573259585000,20191109
522495,2,2,7.6,03,653227,1572654785000kkrfpu,1572654785000522495965827,baidu,ip=189.68.105.244&deviceNum=522495&lon=null&lat=null&aid=null&ctime=1572654836000&sources=baidu&session=1572654785000522495965827&productPage=4320709525301,1573259585000,20191109
522495,9,2,3.2,06,652824,1572654785000kkrfpu,1572654785000522495965827,baidu,ip=189.68.105.244&deviceNum=522495&lon=null&lat=null&aid=null&ctime=1572654836000&sources=baidu&session=1572654785000522495965827&productPage=4320709525301,1573259585000,20191109
698559,9,2,8.8,06,431221,1572654785000xhgcrm,1572654785000698559262611,netyex,ip=228.110.67.228&deviceNum=698559&lon=null&lat=null&aid=null&ctime=1572654961000&sources=netyex&session=1572654785000698559262611&productPage=4320901865201,1573259585000,20191109
182223,9,2,4.8,03,540629,1572654785000qxuicm,1572654785000182223478935,tencent,ip=107.108.47.142&deviceNum=182223&lon=null&lat=null&aid=null&ctime=1572654992000&sources=tencent&session=1572654785000182223478935&productPage=4320201476401,1573259585000,20191109
182223,2,2,8.5,06,540630,1572654785000qxuicm,1572654785000182223478935,tencent,ip=107.108.47.142&deviceNum=182223&lon=null&lat=null&aid=null&ctime=1572654992000&sources=tencent&session=1572654785000182223478935&productPage=4320201476401,1573259585000,20191109
182223,9,2,6.2,03,530923,1572654785000qxuicm,1572654785000182223478935,tencent,ip=107.108.47.142&deviceNum=182223&lon=null&lat=null&aid=null&ctime=1572654992000&sources=tencent&session=1572654785000182223478935&productPage=4320201476401,1573259585000,20191109
182223,2,2,7.3,03,653224,1572654785000qxuicm,1572654785000182223478935,tencent,ip=107.108.47.142&deviceNum=182223&lon=null&lat=null&aid=null&ctime=1572654992000&sources=tencent&session=1572654785000182223478935&productPage=4320201476401,1573259585000,20191109
299652,2,2,3.5,03,632621,1572654785000hcrpie,1572654785000299652991155,ximalaya,ip=22.47.39.60&deviceNum=299652&lon=null&lat=null&aid=null&ctime=1572654935000&sources=ximalaya&session=1572654785000299652991155&productPage=4320103441801,1573259585000,20191109
565955,9,2,2.2,07,152921,1572654785000tuddbj,1572654785000565955121572,liebao,ip=106.112.219.136&deviceNum=565955&lon=null&lat=null&aid=null&ctime=1572655068000&sources=liebao&session=1572654785000565955121572&productPage=4320301962201,1573259585000,20191109
272754,2,2,5.2,06,540630,1572654785000cxedfd,1572654785000272754646519,liebao,ip=141.144.80.75&deviceNum=272754&lon=null&lat=null&aid=null&ctime=1572655082000&sources=liebao&session=1572654785000272754646519&productPage=4320508430601,1573259585000,20191109
272754,9,2,7.9,03,653127,1572654785000cxedfd,1572654785000272754646519,liebao,ip=141.144.80.75&deviceNum=272754&lon=null&lat=null&aid=null&ctime=1572655082000&sources=liebao&session=1572654785000272754646519&productPage=4320508430601,1573259585000,20191109
562826,9,2,9.2,08,620924,1572654785000okouoi,1572654785000562826433175,baidu,ip=90.251.19.144&deviceNum=562826&lon=null&lat=null&aid=null&ctime=1572654891000&sources=baidu&session=1572654785000562826433175&productPage=4320706293801,1573259585000,20191109
487229,2,2,2.7,07,370983,1572654785000pwkptj,1572654785000487229486772,ximalaya,ip=142.223.162.29&deviceNum=487229&lon=null&lat=null&aid=null&ctime=1572654942000&sources=ximalaya&session=1572654785000487229486772&productPage=4320309368701,1573259585000,20191109
487229,9,2,2.3,05,620825,1572654785000pwkptj,1572654785000487229486772,ximalaya,ip=142.223.162.29&deviceNum=487229&lon=null&lat=null&aid=null&ctime=1572654942000&sources=ximalaya&session=1572654785000487229486772&productPage=4320309368701,1573259585000,20191109
385535,9,2,4.7,06,540630,1572654785000oegktb,1572654785000385535482974,tencent,ip=98.26.202.183&deviceNum=385535&lon=null&lat=null&aid=null&ctime=1572655011000&sources=tencent&session=1572654785000385535482974&productPage=4320608943801,1573259585000,20191109
327314,2,2,3.4,09,150625,1572654785000nscqcj,1572654785000327314468689,netyex,ip=224.71.170.100&deviceNum=327314&lon=null&lat=null&aid=null&ctime=1572655005000&sources=netyex&session=1572654785000327314468689&productPage=4320407371801,1573259585000,20191109
615627,9,2,6.9,06,532932,1572654785000dmdkoh,1572654785000615627781256,tencent,ip=49.142.13.35&deviceNum=615627&lon=null&lat=null&aid=null&ctime=1572654999000&sources=tencent&session=1572654785000615627781256&productPage=4320308991601,1573259585000,20191109
197981,2,2,2.2,02,130131,1572654785000veomkp,1572654785000197981864953,tencent,ip=93.75.91.177&deviceNum=197981&lon=null&lat=null&aid=null&ctime=1572654942000&sources=tencent&session=1572654785000197981864953&productPage=4320507050301,1573259585000,20191109
274317,2,2,9.6,08,540425,1572654785000ksgceh,1572654785000274317981357,baidu,ip=209.164.24.65&deviceNum=274317&lon=null&lat=null&aid=null&ctime=1572654899000&sources=baidu&session=1572654785000274317981357&productPage=4320202123101,1573259585000,20191109
822614,9,2,8.9,06,653227,1572654785000pijuen,1572654785000822614562818,liebao,ip=80.8.165.180&deviceNum=822614&lon=null&lat=null&aid=null&ctime=1572654991000&sources=liebao&session=1572654785000822614562818&productPage=4320306731601,1573259585000,20191109
171875,9,2,7.3,10,450802,1572654785000ufiise,1572654785000171875732272,baidu,ip=89.35.251.126&deviceNum=171875&lon=null&lat=null&aid=null&ctime=1572654950000&sources=baidu&session=1572654785000171875732272&productPage=4320905481901,1573259585000,20191109
672857,2,2,1.3,08,141029,1572654785000dtinrd,1572654785000672857646936,douyin,ip=31.79.238.199&deviceNum=672857&lon=null&lat=null&aid=null&ctime=1572654946000&sources=douyin&session=1572654785000672857646936&productPage=4320609786501,1573259585000,20191109
672857,9,2,9.7,03,500118,1572654785000dtinrd,1572654785000672857646936,douyin,ip=31.79.238.199&deviceNum=672857&lon=null&lat=null&aid=null&ctime=1572654946000&sources=douyin&session=1572654785000672857646936&productPage=4320609786501,1573259585000,20191109
722722,9,2,5.2,04,152921,1572654785000bkruii,1572654785000722722273682,tencent,ip=225.133.102.166&deviceNum=722722&lon=null&lat=null&aid=null&ctime=1572654854000&sources=tencent&session=1572654785000722722273682&productPage=4320805915201,1573259585000,20191109
722722,2,2,3.4,09,653223,1572654785000bkruii,1572654785000722722273682,tencent,ip=225.133.102.166&deviceNum=722722&lon=null&lat=null&aid=null&ctime=1572654854000&sources=tencent&session=1572654785000722722273682&productPage=4320805915201,1573259585000,20191109
722722,9,2,8.4,07,440203,1572654785000bkruii,1572654785000722722273682,tencent,ip=225.133.102.166&deviceNum=722722&lon=null&lat=null&aid=null&ctime=1572654854000&sources=tencent&session=1572654785000722722273682&productPage=4320805915201,1573259585000,20191109
722722,2,2,9.9,06,620924,1572654785000bkruii,1572654785000722722273682,tencent,ip=225.133.102.166&deviceNum=722722&lon=null&lat=null&aid=null&ctime=1572654854000&sources=tencent&session=1572654785000722722273682&productPage=4320805915201,1573259585000,20191109
524257,2,2,4.8,06,540232,1572654785000bhbdeh,1572654785000524257215154,tencent,ip=107.40.62.196&deviceNum=524257&lon=null&lat=null&aid=null&ctime=1572654851000&sources=tencent&session=1572654785000524257215154&productPage=4320703302601,1573259585000,20191109
245958,2,2,2.9,07,653224,1572654785000hikjbn,1572654785000245958545587,baidu,ip=14.242.78.255&deviceNum=245958&lon=null&lat=null&aid=null&ctime=1572654863000&sources=baidu&session=1572654785000245958545587&productPage=4320101783501,1573259585000,20191109
224398,2,2,8.5,07,141025,1572654785000pfbuvf,1572654785000224398258541,tencent,ip=68.7.187.189&deviceNum=224398&lon=null&lat=null&aid=null&ctime=1572654863000&sources=tencent&session=1572654785000224398258541&productPage=4320403069901,1573259585000,20191109
169425,9,2,2.5,03,540328,1572654785000ocokob,1572654785000169425314552,liebao,ip=79.255.64.152&deviceNum=169425&lon=null&lat=null&aid=null&ctime=1572654980000&sources=liebao&session=1572654785000169425314552&productPage=4320307358001,1573259585000,20191109
169425,2,2,8.6,02,540422,1572654785000ocokob,1572654785000169425314552,liebao,ip=79.255.64.152&deviceNum=169425&lon=null&lat=null&aid=null&ctime=1572654980000&sources=liebao&session=1572654785000169425314552&productPage=4320307358001,1573259585000,20191109
152762,2,2,2.5,02,540630,1572654785000jirhwc,1572654785000152762412961,tencent,ip=139.174.237.8&deviceNum=152762&lon=null&lat=null&aid=null&ctime=1572655017000&sources=tencent&session=1572654785000152762412961&productPage=4320302538301,1573259585000,20191109
338862,2,2,6.3,09,440203,1572654785000jnwfnf,1572654785000338862221315,netyex,ip=135.87.106.203&deviceNum=338862&lon=null&lat=null&aid=null&ctime=1572655030000&sources=netyex&session=1572654785000338862221315&productPage=4320909618601,1573259585000,20191109
383162,9,2,1.3,04,653130,1572654785000hqxigx,1572654785000383162667253,baidu,ip=127.200.162.88&deviceNum=383162&lon=null&lat=null&aid=null&ctime=1572655042000&sources=baidu&session=1572654785000383162667253&productPage=4320802861701,1573259585000,20191109
546676,2,2,2.4,07,511781,1572654785000fcgkgd,1572654785000546676241328,ximalaya,ip=91.237.120.189&deviceNum=546676&lon=null&lat=null&aid=null&ctime=1572654889000&sources=ximalaya&session=1572654785000546676241328&productPage=4320806597701,1573259585000,20191109
844396,9,2,1.6,06,150623,1572654785000jtiufu,1572654785000844396921532,baidu,ip=72.189.201.116&deviceNum=844396&lon=null&lat=null&aid=null&ctime=1572654929000&sources=baidu&session=1572654785000844396921532&productPage=4320106837401,1573259585000,20191109
726778,2,2,2.2,10,540222,1572654785000nerkbj,1572654785000726778544646,ximalaya,ip=35.253.221.21&deviceNum=726778&lon=null&lat=null&aid=null&ctime=1572655008000&sources=ximalaya&session=1572654785000726778544646&productPage=4320801305701,1573259585000,20191109
637343,2,2,9.9,02,513337,1572654785000heucsq,1572654785000637343448543,netyex,ip=25.238.242.115&deviceNum=637343&lon=null&lat=null&aid=null&ctime=1572655005000&sources=netyex&session=1572654785000637343448543&productPage=4320102677501,1573259585000,20191109
922821,2,2,5.9,09,533423,1572654785000rtojrr,1572654785000922821714424,liebao,ip=143.142.224.167&deviceNum=922821&lon=null&lat=null&aid=null&ctime=1572654837000&sources=liebao&session=1572654785000922821714424&productPage=4320708452101,1573259585000,20191109
922821,9,2,2.4,03,140781,1572654785000rtojrr,1572654785000922821714424,liebao,ip=143.142.224.167&deviceNum=922821&lon=null&lat=null&aid=null&ctime=1572654837000&sources=liebao&session=1572654785000922821714424&productPage=4320708452101,1573259585000,20191109
287248,2,2,7.7,03,620200,1572654785000rtrnxx,1572654785000287248912522,liebao,ip=219.224.53.27&deviceNum=287248&lon=null&lat=null&aid=null&ctime=1572654912000&sources=liebao&session=1572654785000287248912522&productPage=4320906020401,1573259585000,20191109
489986,9,2,3.3,02,141124,1572654785000sepdqd,1572654785000489986712264,netyex,ip=14.253.195.104&deviceNum=489986&lon=null&lat=null&aid=null&ctime=1572654959000&sources=netyex&session=1572654785000489986712264&productPage=4320305474801,1573259585000,20191109
623664,2,2,4.8,07,532801,1572654785000noqjqx,1572654785000623664922915,douyin,ip=29.178.226.113&deviceNum=623664&lon=null&lat=null&aid=null&ctime=1572654918000&sources=douyin&session=1572654785000623664922915&productPage=4320309742901,1573259585000,20191109
285429,9,2,3.3,03,640425,1572654785000vjqjxv,1572654785000285429222849,douyin,ip=138.144.31.45&deviceNum=285429&lon=null&lat=null&aid=null&ctime=1572654866000&sources=douyin&session=1572654785000285429222849&productPage=4320903673701,1573259585000,20191109
285429,2,2,9.3,10,513430,1572654785000vjqjxv,1572654785000285429222849,douyin,ip=138.144.31.45&deviceNum=285429&lon=null&lat=null&aid=null&ctime=1572654866000&sources=douyin&session=1572654785000285429222849&productPage=4320903673701,1573259585000,20191109
669865,2,2,1.2,07,540623,1572654785000rhmuso,1572654785000669865817823,baidu,ip=74.127.71.249&deviceNum=669865&lon=null&lat=null&aid=null&ctime=1572654862000&sources=baidu&session=1572654785000669865817823&productPage=4320707967601,1573259585000,20191109
262483,2,2,5.5,08,632801,1572654785000kfjcbb,1572654785000262483215232,douyin,ip=77.185.112.176&deviceNum=262483&lon=null&lat=null&aid=null&ctime=1572654984000&sources=douyin&session=1572654785000262483215232&productPage=4320603333101,1573259585000,20191109
327542,2,2,6.4,10,431322,1572654785000txmshu,1572654785000327542286131,netyex,ip=252.138.198.210&deviceNum=327542&lon=null&lat=null&aid=null&ctime=1572655034000&sources=netyex&session=1572654785000327542286131&productPage=4320705140301,1573259585000,20191109
523717,2,2,7.6,06,431027,1572654785000xonwuu,1572654785000523717612422,tencent,ip=8.1.213.93&deviceNum=523717&lon=null&lat=null&aid=null&ctime=1572655004000&sources=tencent&session=1572654785000523717612422&productPage=4320406572201,1573259585000,20191109
213132,2,2,4.3,06,540622,1572654785000xeexdw,1572654785000213132779147,liebao,ip=23.49.184.255&deviceNum=213132&lon=null&lat=null&aid=null&ctime=1572654998000&sources=liebao&session=1572654785000213132779147&productPage=4320708431701,1573259585000,20191109
297653,9,2,1.3,07,542526,1572654785000tpofdh,1572654785000297653265842,netyex,ip=42.119.118.46&deviceNum=297653&lon=null&lat=null&aid=null&ctime=1572655069000&sources=netyex&session=1572654785000297653265842&productPage=4320804979101,1573259585000,20191109
946622,2,2,1.9,03,610826,1572654785000ernrmm,1572654785000946622159693,liebao,ip=74.169.3.134&deviceNum=946622&lon=null&lat=null&aid=null&ctime=1572655001000&sources=liebao&session=1572654785000946622159693&productPage=4320406965401,1573259585000,20191109
946622,2,2,7.5,08,621027,1572654785000ernrmm,1572654785000946622159693,liebao,ip=74.169.3.134&deviceNum=946622&lon=null&lat=null&aid=null&ctime=1572655001000&sources=liebao&session=1572654785000946622159693&productPage=4320406965401,1573259585000,20191109
514764,9,2,9.3,04,411424,1572654785000bpedjt,1572654785000514764447725,baidu,ip=175.94.255.100&deviceNum=514764&lon=null&lat=null&aid=null&ctime=1572655078000&sources=baidu&session=1572654785000514764447725&productPage=4320505487001,1573259585000,20191109
498481,2,2,3.3,07,610923,1572654785000cdstex,1572654785000498481322242,douyin,ip=203.48.189.82&deviceNum=498481&lon=null&lat=null&aid=null&ctime=1572655037000&sources=douyin&session=1572654785000498481322242&productPage=4320601233101,1573259585000,20191109
328632,2,2,2.2,08,341622,1572654785000dxwkuv,1572654785000328632194683,netyex,ip=96.3.195.144&deviceNum=328632&lon=null&lat=null&aid=null&ctime=1572655071000&sources=netyex&session=1572654785000328632194683&productPage=4320404798501,1573259585000,20191109
328632,2,2,5.2,07,450110,1572654785000dxwkuv,1572654785000328632194683,netyex,ip=96.3.195.144&deviceNum=328632&lon=null&lat=null&aid=null&ctime=1572655071000&sources=netyex&session=1572654785000328632194683&productPage=4320404798501,1573259585000,20191109
971422,9,2,8.3,02,632724,1572654785000dxdnph,1572654785000971422325522,tencent,ip=247.67.64.149&deviceNum=971422&lon=null&lat=null&aid=null&ctime=1572654886000&sources=tencent&session=1572654785000971422325522&productPage=4320708861501,1573259585000,20191109
442864,2,2,7.1,06,130684,1572654785000kwvvdw,1572654785000442864954869,ximalaya,ip=59.156.86.72&deviceNum=442864&lon=null&lat=null&aid=null&ctime=1572654960000&sources=ximalaya&session=1572654785000442864954869&productPage=4320505993601,1573259585000,20191109
696195,2,2,7.2,05,152921,1572654785000hxnrov,1572654785000696195629912,baidu,ip=104.190.104.157&deviceNum=696195&lon=null&lat=null&aid=null&ctime=1572654904000&sources=baidu&session=1572654785000696195629912&productPage=4320307501801,1573259585000,20191109
696195,2,2,5.3,02,430725,1572654785000hxnrov,1572654785000696195629912,baidu,ip=104.190.104.157&deviceNum=696195&lon=null&lat=null&aid=null&ctime=1572654904000&sources=baidu&session=1572654785000696195629912&productPage=4320307501801,1573259585000,20191109
138868,9,2,2.8,02,653227,1572654785000xesbif,1572654785000138868438362,netyex,ip=233.166.2.64&deviceNum=138868&lon=null&lat=null&aid=null&ctime=1572655073000&sources=netyex&session=1572654785000138868438362&productPage=4320409157501,1573259585000,20191109
474425,9,2,1.8,09,632801,1572654785000evxfvv,1572654785000474425921186,netyex,ip=158.8.63.23&deviceNum=474425&lon=null&lat=null&aid=null&ctime=1572654918000&sources=netyex&session=1572654785000474425921186&productPage=4320102267601,1573259585000,20191109
774293,9,2,4.8,09,370811,1572654785000vtrbtr,1572654785000774293437299,ximalaya,ip=216.187.57.77&deviceNum=774293&lon=null&lat=null&aid=null&ctime=1572654943000&sources=ximalaya&session=1572654785000774293437299&productPage=4320706080601,1573259585000,20191109
711293,2,2,6.2,04,411528,1572654785000rvdppg,1572654785000711293322478,baidu,ip=164.79.47.218&deviceNum=711293&lon=null&lat=null&aid=null&ctime=1572654875000&sources=baidu&session=1572654785000711293322478&productPage=4320704128001,1573259585000,20191109
711293,9,2,2.3,09,542522,1572654785000rvdppg,1572654785000711293322478,baidu,ip=164.79.47.218&deviceNum=711293&lon=null&lat=null&aid=null&ctime=1572654875000&sources=baidu&session=1572654785000711293322478&productPage=4320704128001,1573259585000,20191109
719923,9,2,2.4,07,360826,1572654785000xrxkbi,1572654785000719923821222,netyex,ip=12.162.205.216&deviceNum=719923&lon=null&lat=null&aid=null&ctime=1572654843000&sources=netyex&session=1572654785000719923821222&productPage=4320206593901,1573259585000,20191109
126194,9,2,9.2,09,632723,1572654785000jdibkx,1572654785000126194816242,ximalaya,ip=229.11.21.15&deviceNum=126194&lon=null&lat=null&aid=null&ctime=1572654913000&sources=ximalaya&session=1572654785000126194816242&productPage=4320706557801,1573259585000,20191109
794129,2,2,3.6,06,632722,1572654785000ivdjou,1572654785000794129739119,ximalaya,ip=19.215.200.58&deviceNum=794129&lon=null&lat=null&aid=null&ctime=1572654878000&sources=ximalaya&session=1572654785000794129739119&productPage=4320109697501,1573259585000,20191109
925755,2,2,6.2,04,360323,1572654785000muwffn,1572654785000925755392354,netyex,ip=185.115.137.143&deviceNum=925755&lon=null&lat=null&aid=null&ctime=1572654846000&sources=netyex&session=1572654785000925755392354&productPage=4320101204401,1573259585000,20191109
925755,2,2,6.7,05,411727,1572654785000muwffn,1572654785000925755392354,netyex,ip=185.115.137.143&deviceNum=925755&lon=null&lat=null&aid=null&ctime=1572654846000&sources=netyex&session=1572654785000925755392354&productPage=4320101204401,1573259585000,20191109
615254,2,2,1.2,08,513233,1572654785000drjwiq,1572654785000615254872227,liebao,ip=162.152.18.162&deviceNum=615254&lon=null&lat=null&aid=null&ctime=1572655047000&sources=liebao&session=1572654785000615254872227&productPage=4320508625801,1573259585000,20191109
969819,2,2,4.9,10,532923,1572654785000wbpgre,1572654785000969819322152,baidu,ip=180.162.57.170&deviceNum=969819&lon=null&lat=null&aid=null&ctime=1572655015000&sources=baidu&session=1572654785000969819322152&productPage=4320505731501,1573259585000,20191109
972274,9,2,2.2,04,653130,1572654785000xxunge,1572654785000972274917876,tencent,ip=42.140.132.179&deviceNum=972274&lon=null&lat=null&aid=null&ctime=1572655013000&sources=tencent&session=1572654785000972274917876&productPage=4320809205301,1573259585000,20191109
928412,2,2,4.7,02,140821,1572654785000qfchvw,1572654785000928412267297,netyex,ip=148.10.223.75&deviceNum=928412&lon=null&lat=null&aid=null&ctime=1572654938000&sources=netyex&session=1572654785000928412267297&productPage=4320803819401,1573259585000,20191109
928412,9,2,2.7,04,530827,1572654785000qfchvw,1572654785000928412267297,netyex,ip=148.10.223.75&deviceNum=928412&lon=null&lat=null&aid=null&ctime=1572654938000&sources=netyex&session=1572654785000928412267297&productPage=4320803819401,1573259585000,20191109
864592,9,2,3.2,07,530621,1572654785000nvqchv,1572654785000864592944493,baidu,ip=173.164.90.108&deviceNum=864592&lon=null&lat=null&aid=null&ctime=1572655005000&sources=baidu&session=1572654785000864592944493&productPage=4320309500601,1573259585000,20191109
864592,9,2,9.6,07,532325,1572654785000nvqchv,1572654785000864592944493,baidu,ip=173.164.90.108&deviceNum=864592&lon=null&lat=null&aid=null&ctime=1572655005000&sources=baidu&session=1572654785000864592944493&productPage=4320309500601,1573259585000,20191109
825221,2,2,9.8,08,620922,1572654785000wxhosd,1572654785000825221723756,douyin,ip=32.159.206.53&deviceNum=825221&lon=null&lat=null&aid=null&ctime=1572655034000&sources=douyin&session=1572654785000825221723756&productPage=4320703067601,1573259585000,20191109
863112,2,2,9.4,08,360822,1572654785000icgjff,1572654785000863112222997,tencent,ip=162.4.14.94&deviceNum=863112&lon=null&lat=null&aid=null&ctime=1572655029000&sources=tencent&session=1572654785000863112222997&productPage=4320906435001,1573259585000,20191109
982129,9,2,5.5,08,620924,1572654785000rjbocd,1572654785000982129838239,liebao,ip=62.18.198.28&deviceNum=982129&lon=null&lat=null&aid=null&ctime=1572655010000&sources=liebao&session=1572654785000982129838239&productPage=4320509959401,1573259585000,20191109
982129,9,2,2.4,08,152921,1572654785000rjbocd,1572654785000982129838239,liebao,ip=62.18.198.28&deviceNum=982129&lon=null&lat=null&aid=null&ctime=1572655010000&sources=liebao&session=1572654785000982129838239&productPage=4320509959401,1573259585000,20191109
982129,9,2,5.4,09,150621,1572654785000rjbocd,1572654785000982129838239,liebao,ip=62.18.198.28&deviceNum=982129&lon=null&lat=null&aid=null&ctime=1572655010000&sources=liebao&session=1572654785000982129838239&productPage=4320509959401,1573259585000,20191109
681337,2,2,4.7,03,540629,1572654785000dfhopu,1572654785000681337269948,ximalaya,ip=62.228.192.153&deviceNum=681337&lon=null&lat=null&aid=null&ctime=1572654850000&sources=ximalaya&session=1572654785000681337269948&productPage=4320403073101,1573259585000,20191109
478226,2,2,2.5,03,522728,1572654785000mkowvf,1572654785000478226587882,ximalaya,ip=92.24.27.106&deviceNum=478226&lon=null&lat=null&aid=null&ctime=1572654843000&sources=ximalaya&session=1572654785000478226587882&productPage=4320204968701,1573259585000,20191109
592262,2,2,6.2,03,632701,1572654785000mqrmvc,1572654785000592262694986,liebao,ip=29.6.196.202&deviceNum=592262&lon=null&lat=null&aid=null&ctime=1572655025000&sources=liebao&session=1572654785000592262694986&productPage=4320706615501,1573259585000,20191109
592262,2,2,3.5,02,522722,1572654785000mqrmvc,1572654785000592262694986,liebao,ip=29.6.196.202&deviceNum=592262&lon=null&lat=null&aid=null&ctime=1572655025000&sources=liebao&session=1572654785000592262694986&productPage=4320706615501,1573259585000,20191109
325622,9,2,9.4,08,632222,1572654785000scwhbk,1572654785000325622279124,liebao,ip=137.145.198.38&deviceNum=325622&lon=null&lat=null&aid=null&ctime=1572654864000&sources=liebao&session=1572654785000325622279124&productPage=4320707447601,1573259585000,20191109
325622,2,2,8.8,08,620121,1572654785000scwhbk,1572654785000325622279124,liebao,ip=137.145.198.38&deviceNum=325622&lon=null&lat=null&aid=null&ctime=1572654864000&sources=liebao&session=1572654785000325622279124&productPage=4320707447601,1573259585000,20191109
733357,9,2,7.2,02,653226,1572654785000sdweep,1572654785000733357559982,tencent,ip=206.120.140.53&deviceNum=733357&lon=null&lat=null&aid=null&ctime=1572654944000&sources=tencent&session=1572654785000733357559982&productPage=4320802685501,1573259585000,20191109
